Time,Duration,SrcDevice,DstDevice,Protocol,SrcPort,DstPort,SrcPackets,DstPackets,SrcBytes,DstBytes
481986,0,Comp737374,ActiveDirectory,17,Port07902,389,1,0,192,0
481986,0,Comp737374,ActiveDirectory,17,Port87057,389,1,0,193,0
481986,0,Comp257275,Comp576031,17,Port19526,514,42,0,9901,0
481986,0,Comp013011,Comp576031,17,Port15847,514,1,0,1122,0
481986,0,Comp811548,Comp275646,17,Port06053,53,1,0,64,0
481986,0,Comp811548,Comp275646,17,Port89652,53,1,0,64,0
481986,0,Comp811548,Comp275646,17,Port32478,53,1,0,69,0
481986,0,Comp811548,Comp275646,17,Port00732,53,1,0,64,0
481986,0,Comp811548,Comp275646,17,Port29060,53,1,0,64,0
481986,0,Comp811548,Comp275646,17,Port55839,53,1,0,69,0
481986,0,Comp203215,Comp275646,17,Port91055,53,1,0,69,0
481986,0,Comp378032,Comp576031,17,Port18687,514,1,0,634,0
481986,0,Comp633447,Comp576031,17,Port74697,514,12,0,3764,0
481986,0,Comp788496,Comp576031,17,Port89575,514,1,0,683,0
481986,0,Comp157025,Comp576031,17,Port07738,514,5,0,3219,0
481986,0,Comp952785,Comp275646,17,Port38631,53,1,0,73,0
481986,0,Comp952785,Comp275646,17,Port73451,53,2,0,126,0
481986,0,Comp952785,Comp275646,17,Port52547,53,2,0,126,0
481986,0,Comp952785,Comp275646,17,Port55875,53,2,0,126,0
481986,0,Comp952785,Comp275646,17,Port73767,53,2,0,126,0
481986,0,Comp952785,Comp275646,17,Port63285,53,2,0,126,0
481986,0,Comp952785,Comp275646,17,Port62654,53,2,0,126,0
481986,0,Comp225335,Comp576031,17,Port58235,514,7,0,6789,0
481986,0,Comp342410,Comp183547,17,Port72733,161,1,0,105,0
481986,0,Comp342410,Comp183547,17,Port83024,161,1,0,105,0
481986,0,Comp342410,Comp183547,17,Port09384,161,1,0,105,0
481986,0,Comp824929,Comp275646,17,Port26571,53,1,0,64,0
481986,0,Comp824929,ActiveDirectory,6,Port25556,88,4,0,419,0
481986,0,Comp824929,ActiveDirectory,6,Port16704,88,5,0,545,0
481986,0,Comp824929,ActiveDirectory,6,Port71988,88,6,0,1790,0
481986,0,Comp301253,Comp576031,17,Port02726,514,1,0,1316,0
481986,0,Comp855318,Comp576031,17,Port09664,514,2,0,2546,0
481986,0,Comp093341,Comp576031,17,Port47461,514,16,0,4622,0
481986,0,Comp973959,Comp576031,17,Port83542,514,6,0,1350,0
481986,0,Comp330855,Comp576031,17,Port24159,514,1,0,216,0
481986,0,Comp300454,Comp231902,6,Port79866,Port70637,5,0,526,0
481986,0,Comp022383,Comp576031,17,Port62110,514,1,0,1316,0
481986,0,Comp597164,Comp275646,17,Port99856,53,1,0,64,0
481986,0,Comp366623,Comp275646,17,Port74505,53,1,0,63,0
481986,0,Comp366623,Comp275646,17,Port49686,53,1,0,63,0
481986,0,Comp366623,Comp275646,17,Port90537,53,1,0,64,0
481986,0,Comp366623,Comp275646,17,Port07986,53,1,0,59,0
481986,0,Comp366623,Comp275646,17,Port40357,53,1,0,64,0
481986,0,Comp287324,Comp576031,17,Port50596,514,2,0,1099,0
481986,0,Comp614251,Comp275646,17,Port38356,53,1,0,77,0
481986,0,Comp565055,Comp576031,17,Port10719,514,15,0,3403,0
481986,0,Comp735977,Comp275646,17,Port36787,53,1,0,64,0
481986,0,Comp735977,Comp275646,17,Port85402,53,1,0,64,0
481986,0,Comp342274,Comp275646,17,Port64713,53,1,0,66,0
481986,0,Comp943061,Comp576031,17,Port69002,514,1,0,1316,0
481986,0,Comp054045,Comp275646,17,Port26462,53,1,0,69,0
481986,0,Comp785484,Comp275646,17,Port65052,53,1,0,61,0
481986,0,Comp371663,Comp275646,17,Port45145,53,1,0,73,0
481986,0,Comp210603,Comp275646,17,Port00379,53,1,0,67,0
481986,0,Comp210603,Comp275646,17,Port77771,53,1,0,76,0
481986,0,Comp210603,ActiveDirectory,17,Port53340,389,1,0,193,0
481986,0,Comp210603,ActiveDirectory,6,Port91605,389,13,0,3657,0
481986,0,Comp210603,ActiveDirectory,17,Port04312,389,1,0,192,0
481986,0,Comp210603,ActiveDirectory,6,Port62450,88,6,0,2293,0
481986,0,Comp594275,Comp275646,17,Port69892,53,1,0,73,0
481986,0,Comp594275,Comp275646,17,Port95247,53,1,0,98,0
481986,0,Comp594275,ActiveDirectory,17,Port44673,389,1,0,193,0
481986,0,Comp594275,ActiveDirectory,6,Port61128,389,5,0,476,0
481986,0,Comp594275,ActiveDirectory,6,Port42370,389,9,0,2790,0
481986,0,Comp063155,Comp275646,17,Port69908,53,1,0,71,0
481986,0,Comp063155,Comp275646,17,Port19474,53,1,0,118,0
481986,0,Comp063155,Comp275646,17,Port65220,53,1,0,118,0
481986,0,Comp503124,Comp576031,17,Port57138,514,2,0,2546,0
481986,0,Comp950549,Comp393033,6,Port03077,443,0,8,0,3093
481986,0,VPN,Comp275646,17,Port46339,53,1,0,64,0
481986,0,VPN,Comp275646,17,Port66929,53,1,0,94,0
481986,0,VPN,ActiveDirectory,17,Port26081,389,1,0,193,0
481986,0,Comp915733,Comp275646,17,Port41025,53,1,0,63,0
481986,0,Comp318930,Comp275646,17,Port70548,53,1,0,62,0
481986,0,Comp548459,Comp275646,17,Port51392,53,1,0,73,0
481986,0,Comp548459,Comp275646,17,Port70801,53,1,0,73,0
481986,0,Comp520823,Comp275646,17,Port72351,53,1,0,72,0
481986,0,Comp520823,Comp275646,17,Port45368,53,1,0,63,0
481986,0,Comp863155,Comp257274,6,Port22486,Port71135,1,1,46,60
481986,0,Comp904096,Comp164635,6,Port10177,518,1,0,60,0
481986,0,Comp462292,Comp866402,6,Port38818,Port12224,5,5,1491,277
481986,0,Comp146127,Comp257274,6,Port99098,Port83550,1,1,46,60
481986,0,Comp184718,Comp275646,17,Port70805,53,2,0,158,0
481986,0,Comp184718,Comp275646,17,Port17785,53,2,0,140,0
481986,0,Comp708736,Comp030334,6,7001,Port32393,1,1,46,60
481986,0,Comp872241,Comp965575,6,Port37592,Port87904,5,5,1511,277
481986,0,Comp943437,Comp965575,6,Port88237,Port25684,1,1,46,60
481986,0,Comp793328,Comp368295,6,Port23215,Port80111,20,17,4927,6239
481986,0,Comp793328,Comp368295,6,Port00342,Port80111,16,14,2192,4270
481986,0,Comp875796,Comp368295,6,Port98490,Port80111,16,14,3039,4270
481986,0,Comp875796,Comp275646,17,Port79289,53,2,0,134,0
481986,0,Comp995151,Comp866402,6,Port66659,Port50705,5,5,1495,277
481986,0,Comp621254,Comp368295,6,Port70918,Port80111,16,13,1848,4215
481986,0,Comp621254,Comp275646,17,Port15214,53,2,0,134,0
481986,0,Comp003712,Comp368295,6,Port64910,Port80111,15,13,1794,4215
481986,0,Comp003712,Comp275646,17,Port94656,53,2,0,134,0
481986,0,Comp135336,Comp368295,6,Port69588,Port80111,17,14,3198,4270
481986,0,Comp907407,Comp368295,6,Port54793,Port80111,17,14,3089,4270
481986,0,Comp907407,Comp275646,17,Port17215,53,2,0,134,0
481986,0,Comp621854,Comp550312,17,Port61441,Port18995,1,0,94,0
481986,0,Comp126510,Comp550312,17,Port51933,Port18995,1,0,94,0
481986,0,Comp390740,Comp550312,17,Port98388,Port18995,1,0,94,0
481986,0,Comp600591,Comp550312,17,Port89591,Port18995,1,0,94,0
481986,0,Comp982987,Comp312333,17,Port11886,Port18995,1,0,94,0
481986,0,Comp805326,Comp700191,17,Port70725,Port18995,1,0,94,0
481986,0,Comp979571,Comp700191,17,Port29043,Port18995,1,0,94,0
481986,0,Comp188705,Comp700191,17,Port13677,Port18995,1,0,94,0
481986,0,Comp874902,Comp700191,17,Port21418,Port18995,1,0,94,0
481986,0,Comp334448,Comp700191,17,Port25451,Port18995,1,0,94,0
481986,0,Comp635369,Comp576031,17,Port48312,514,4,0,4472,0
481986,0,Comp961078,Comp275646,17,Port93289,53,1,0,62,0
481986,0,Comp961078,Comp275646,17,Port17738,53,1,0,62,0
481986,0,Comp916004,Comp916004,6,Port91879,Port16510,7,8,977,2640
481986,0,Comp916004,Comp916004,6,Port35466,Port27638,7,8,977,2640
481986,0,Comp916004,Comp916004,6,Port35466,Port40005,7,8,977,2640
481986,0,Comp030023,Comp257274,6,Port95258,Port82682,3,4,164,216
481986,0,Comp916004,Comp343771,17,Port67446,389,1,1,202,220
481986,0,Comp916004,Comp225307,17,Port96432,389,1,1,202,220
481986,0,IP544414,Comp281064,17,Port92967,123,1,0,76,0
481986,0,IP432671,Comp281064,17,Port35220,53,1,0,63,0
481986,0,IP747028,Comp281064,17,Port07280,53,1,0,63,0
481986,0,Comp627149,IP748412,6,Port21129,Port45648,0,3,0,128
481986,0,Comp627149,IP748412,6,Port43512,Port05189,0,31,0,33549
481986,0,Comp627149,IP722081,6,Port29332,Port78346,0,32,0,34498
481986,0,Comp627149,IP722081,6,Port43013,Port24989,0,3,0,128
481986,0,Comp627149,IP722081,6,Port38375,Port89894,0,3,0,128
481986,0,Comp627149,IP722081,6,Port23762,Port98041,0,3,0,128
481986,0,Comp627149,IP722081,6,Port70948,Port81595,0,3,0,128
481986,0,Comp627149,IP722081,6,Port29844,Port69036,0,3,0,128
481986,0,IP516114,Comp077633,6,Port42444,7009,1,0,46,0
481986,0,IP516114,Comp077633,6,Port83227,7009,1,0,46,0
481986,0,IP516114,Comp077633,6,Port16241,7009,1,0,46,0
481986,0,IP516114,Comp077633,6,Port28140,7009,1,0,46,0
481986,0,IP516114,Comp077633,6,Port68827,7009,1,0,46,0
481986,0,IP516114,Comp077633,6,Port37422,7009,1,0,46,0
481986,0,IP516114,Comp077633,6,Port58011,7009,1,0,46,0
481986,0,IP516114,Comp077633,6,Port77125,7009,1,0,46,0
481986,0,IP516114,Comp077633,6,Port77005,7009,1,0,46,0
481986,0,IP516114,Comp077633,6,Port24255,7009,1,0,46,0
481986,0,Comp107130,Comp847595,6,Port94459,443,17,12,5853,3518
481986,0,Comp410198,Comp810224,17,Port73600,514,1,0,1315,0
481986,0,Comp410198,Comp810224,17,Port80751,514,1,0,1314,0
481986,0,Comp410198,Comp088487,17,Port38059,514,2,0,2465,0
481986,0,Comp030334,Comp357280,6,Port90828,443,11,10,1374,3173
481986,0,Comp030334,Comp339699,6,Port96885,Port85926,10,9,1165,756
481986,0,Comp030334,Comp331940,6,Port02103,443,11,7,1545,3911
481986,0,Comp030334,Comp916004,6,Port96311,443,3,2,164,106
481986,0,Comp030334,Comp916004,6,Port85810,443,10,7,977,4261
481986,0,Comp030334,Comp296766,6,Port01404,Port59844,11,9,1278,1713
481986,0,Comp030334,Comp545826,6,Port90761,444,3,2,164,106
481986,0,Comp030334,Comp545826,6,Port50793,Port38418,1,1,60,46
481986,0,Comp030334,Comp097048,6,Port91208,443,10,7,1509,3911
481986,0,Comp030334,Comp395584,6,Port60559,Port32067,4,3,216,164
481986,0,Comp030334,Comp395584,6,Port40921,135,4,3,198,140
481986,0,Comp030334,Comp395584,6,Port25369,8080,5,3,277,1397
481986,0,Comp030334,Comp686563,6,Port68323,Port33463,4,3,216,164
481986,0,Comp030334,Comp303229,6,Port51316,444,3,2,164,106
481986,0,Comp030334,Comp216677,6,Port82317,443,10,7,1493,3911
481986,0,Comp030334,Comp220972,6,Port33567,443,10,7,1525,3911
481986,0,Comp030334,Comp135444,6,Port24322,Port37592,5,5,277,1495
481986,0,Comp030334,Comp368295,6,Port57287,Port80111,21,18,1852,13714
481986,0,Comp030334,Comp582702,6,Port63721,22,2,1,92,46
481986,0,Comp030334,Comp356260,6,Port18864,22,4,4,210,242
481986,0,Comp030334,Comp153926,6,Port44935,Port21189,2,1,92,46
481986,0,Comp030334,Comp668034,6,Port10569,Port95765,5,5,277,451
481986,0,Comp030334,Comp617050,6,Port72334,389,1,1,60,46
481986,0,Comp030334,EnterpriseAppServer,6,Port56642,80,5,3,277,853
481986,0,Comp030334,Comp092985,6,Port03826,Port55240,4,3,216,164
481986,0,Comp030334,Comp410122,6,Port57481,Port99534,4,3,216,164
481986,0,Comp030334,Comp399266,6,Port77692,80,4,3,225,479
481986,0,Comp030334,EnterpriseAppServer,6,Port17410,7005,4,3,216,164
481986,0,Comp030334,Comp288258,6,Port65060,80,4,3,225,180
481986,0,Comp030334,Comp859239,6,Port79288,80,4,3,225,180
481986,0,Comp030334,EnterpriseAppServer,6,Port38474,7004,4,3,216,164
481986,0,Comp030334,EnterpriseAppServer,6,Port79517,80,4,3,225,479
481986,0,Comp030334,EnterpriseAppServer,6,Port02334,80,1,1,60,46
481986,0,Comp030334,Comp894088,6,Port31809,80,4,3,225,479
481986,0,Comp030334,EnterpriseAppServer,6,Port99751,7006,4,3,216,164
481986,0,Comp030334,EnterpriseAppServer,6,Port53962,7005,4,3,216,164
481986,0,Comp030334,EnterpriseAppServer,6,Port87656,Port68911,4,3,216,164
481986,0,Comp030334,Comp395935,6,Port23470,80,5,3,277,1562
481986,0,Comp030334,EnterpriseAppServer,6,Port69608,80,4,3,225,309
481986,0,Comp030334,EnterpriseAppServer,6,Port93276,80,5,3,277,853
481986,0,Comp030334,EnterpriseAppServer,6,Port95921,Port95765,5,4,277,783
481986,0,Comp030334,Comp542689,6,Port39870,80,4,3,225,479
481986,0,Comp030334,EnterpriseAppServer,6,Port64653,80,4,3,225,479
481986,0,Comp030334,EnterpriseAppServer,6,Port11949,443,9,5,1345,1959
481986,0,Comp030334,EnterpriseAppServer,6,Port28264,Port84474,4,3,216,164
481986,0,Comp030334,EnterpriseAppServer,6,Port84548,8080,4,3,216,164
481986,0,Comp030334,EnterpriseAppServer,6,Port01456,80,5,3,277,853
481986,0,Comp030334,EnterpriseAppServer,6,Port07582,80,4,3,225,308
481986,0,Comp030334,EnterpriseAppServer,6,Port14502,80,4,3,225,479
481986,0,Comp030334,Comp931233,6,Port80796,443,9,6,1117,3222
481986,0,Comp030334,EnterpriseAppServer,6,Port38335,80,5,3,277,1562
481986,0,Comp030334,Comp274914,6,Port64842,Port12772,5,5,277,1156
481986,0,Comp030334,Comp863155,6,Port79698,7002,1,1,60,46
481986,0,Comp030334,Comp462292,6,Port21896,Port54675,5,5,277,1491
481986,0,Comp030334,Comp471093,6,Port19033,Port36836,6,5,329,1503
481986,0,Comp030334,Comp108346,6,Port42337,Port88237,5,5,277,574
481986,0,Comp030334,Comp943437,6,Port55723,Port88237,1,1,60,46
481986,0,Comp030334,Comp022444,6,Port59776,Port95765,5,5,277,821
481986,0,Comp030334,Comp090726,6,Port31965,Port95765,1,1,60,46
481986,0,Comp030334,Comp977425,6,Port37969,8080,5,5,277,420
481986,0,Comp030334,Comp543210,6,Port20515,Port00588,12,11,641,11608
481986,0,Comp030334,Comp696248,6,Port94295,8080,1,1,60,46
481986,0,Comp030334,Comp826858,6,Port08689,Port34239,1,1,60,46
481986,0,Comp030334,Comp875796,6,Port87121,Port36836,5,5,277,1503
481986,0,Comp030334,Comp133008,6,Port37672,Port95765,5,5,277,451
481986,0,Comp030334,Comp468610,6,Port39943,Port95765,1,1,60,46
481986,0,Comp030334,Comp226872,6,Port61835,Port78720,4,2,216,112
481986,0,Comp030334,Comp226872,6,Port86442,Port20503,4,2,216,112
481986,0,Comp030334,Comp890287,6,Port41263,Port24820,4,3,216,164
481986,0,Comp030334,Comp146573,6,Port39507,Port00588,1,1,60,46
481986,0,Comp030334,Comp058959,6,Port46915,8080,5,5,277,420
481986,0,Comp030334,Comp523500,6,Port22927,80,1,1,60,46
481986,0,Comp030334,Comp030023,6,Port03653,Port55723,4,3,216,164
481986,0,Comp030334,Comp120033,6,Port10447,Port99534,4,3,216,164
481986,0,Comp257274,Comp965724,6,Port61073,443,10,7,1493,3911
481986,0,Comp257274,Comp059508,6,Port06956,443,11,7,1545,3911
481986,0,Comp257274,Comp940730,6,Port54453,443,10,7,1509,3961
481986,0,Comp257274,Comp916004,6,Port12498,443,11,7,1305,4261
481986,0,Comp257274,Comp916004,6,Port61388,443,3,2,164,106
481986,0,Comp257274,Comp916004,6,Port21681,443,3,2,164,106
481986,0,Comp257274,Comp916004,6,Port25735,443,10,7,1253,4261
481986,0,Comp257274,Comp995183,6,Port41456,5061,3,3,164,158
481986,0,Comp257274,Comp995183,6,Port84906,8080,5,3,277,1397
481986,0,Comp257274,Comp545826,6,Port14362,443,3,2,164,106
481986,0,Comp257274,Comp097048,6,Port92958,443,11,7,1577,3911
481986,0,Comp257274,Comp097048,6,Port88123,443,10,7,1509,3911
481986,0,Comp257274,Comp395584,6,Port59697,8080,5,3,277,1397
481986,0,Comp257274,Comp395584,6,Port13459,Port33463,4,3,216,164
481986,0,Comp257274,Comp686563,6,Port60210,5061,3,3,164,158
481986,0,Comp257274,Comp686563,6,Port46288,Port99731,4,3,216,164
481986,0,Comp257274,Comp395285,6,Port52268,5061,3,3,164,158
481986,0,Comp257274,Comp395285,6,Port97387,Port14127,4,3,216,164
481986,0,Comp257274,Comp413930,6,Port95446,443,10,7,1525,3961
481986,0,Comp257274,Comp303229,6,Port98600,Port58940,11,7,1449,5229
481986,0,Comp257274,Comp303229,6,Port51137,444,3,2,164,106
481986,0,Comp257274,Comp303229,6,Port77730,Port32510,4,3,216,164
481986,0,Comp257274,Comp216677,6,Port07454,443,10,7,1493,3911
481986,0,Comp257274,Comp096404,6,Port17479,443,1,1,60,46
481986,0,Comp257274,Comp096404,6,Port32173,993,1,1,60,46
481986,0,Comp257274,Comp801677,6,Port40981,443,10,7,1493,3911
481986,0,Comp257274,Comp337440,6,Port19129,443,10,10,972,5557
481986,0,Comp257274,Comp270152,6,Port83873,Port37592,1,1,60,46
481986,0,Comp257274,Comp356260,6,Port23023,22,2,1,92,46
481986,0,Comp257274,Comp356260,6,Port71224,Port95765,4,3,216,168
481986,0,Comp257274,Comp617050,6,Port96756,Port95765,5,5,277,851
481986,0,Comp257274,Comp975827,6,Port45760,8080,5,5,277,1448
481986,0,Comp257274,Comp092985,6,Port57549,Port21982,4,3,216,164
481986,0,Comp257274,Comp092985,6,Port35431,Port55723,4,3,216,164
481986,0,Comp257274,Comp985431,6,Port88642,Port84474,5,5,277,1071
481986,0,Comp257274,Comp450598,6,Port17045,Port84474,5,5,277,1071
481986,0,Comp257274,EnterpriseAppServer,6,Port00437,Port68911,4,3,216,164
481986,0,Comp257274,EnterpriseAppServer,6,Port35547,80,4,3,225,479
481986,0,Comp257274,EnterpriseAppServer,6,Port58972,80,4,3,225,479
481986,0,Comp257274,EnterpriseAppServer,6,Port00164,80,5,3,277,853
481986,0,Comp257274,EnterpriseAppServer,6,Port50051,80,4,3,225,207
481986,0,Comp257274,Comp319463,6,Port55976,Port95765,1,1,60,46
481986,0,Comp257274,Comp319463,6,Port41119,389,1,1,60,46
481986,0,Comp257274,EnterpriseAppServer,6,Port10395,80,4,3,225,309
481986,0,Comp257274,Comp892288,6,Port95749,443,15,13,1580,15097
481986,0,Comp257274,EnterpriseAppServer,6,Port30661,80,4,3,225,345
481986,0,Comp257274,EnterpriseAppServer,6,Port31127,8080,4,3,216,164
481986,0,Comp257274,EnterpriseAppServer,6,Port38555,80,5,3,277,853
481986,0,Comp257274,EnterpriseAppServer,6,Port46050,80,4,3,225,308
481986,0,Comp257274,EnterpriseAppServer,6,Port24474,80,5,3,277,1562
481986,0,Comp257274,EnterpriseAppServer,6,Port63776,80,4,3,225,479
481986,0,Comp257274,EnterpriseAppServer,6,Port19546,443,8,5,1293,1959
481986,0,Comp257274,Comp498594,6,Port59936,Port78720,1,1,60,46
481986,0,Comp257274,Comp255696,6,Port33209,Port78720,4,2,216,112
481986,0,Comp257274,Comp108346,6,Port10236,Port66659,5,5,277,1511
481986,0,Comp257274,Comp126723,6,Port57626,8080,4,2,216,112
481986,0,Comp257274,Comp821102,6,Port90206,Port95765,11,10,589,9421
481986,0,Comp257274,Comp261298,6,Port63690,8080,6,6,329,1797
481986,0,Comp257274,Comp261298,6,Port64689,Port79798,5,5,277,1503
481986,0,Comp257274,Comp696248,6,Port59513,8080,1,1,60,46
481986,0,Comp257274,Comp826858,6,Port60710,Port36836,5,5,277,1503
481986,0,Comp257274,Comp483964,6,Port52468,Port37592,5,5,277,1495
481986,0,Comp257274,Comp080839,6,Port71957,Port15921,1,1,60,46
481986,0,Comp257274,Comp803552,6,Port96714,Port24820,5,5,277,841
481986,0,Comp257274,Comp217747,6,Port48560,Port24820,5,5,277,831
481986,0,Comp257274,Comp058959,6,Port33159,Port95765,5,5,277,381
481986,0,Comp257274,Comp907407,6,Port72080,Port36836,5,5,277,1503
481986,0,Comp257274,Comp515843,6,Port46128,Port99055,2,1,92,46
481986,0,Comp257274,Comp854826,6,Port81378,Port84474,5,4,477,647
481986,0,Comp257274,Comp523500,6,1524,80,1,1,60,46
481986,0,Comp257274,Comp736102,6,Port19722,443,4,3,210,171
481986,0,Comp257274,Comp472085,6,Port13554,443,4,4,210,223
481986,0,Comp257274,Comp030023,6,Port26184,Port55240,4,3,216,164
481986,0,Comp257274,Comp120033,6,Port75316,Port21874,4,3,216,164
481986,0,Comp866402,Comp640974,6,Port12397,443,11,10,1374,3173
481986,0,Comp866402,Comp916004,6,Port73416,443,10,7,977,4261
481986,0,Comp866402,Comp916004,6,Port93323,443,10,7,1253,4261
481986,0,Comp866402,Comp916004,6,Port67086,443,3,2,164,106
481986,0,Comp866402,Comp916004,6,Port74746,443,10,7,977,4261
481986,0,Comp866402,Comp545826,6,Port37522,135,4,3,198,140
481986,0,Comp866402,Comp545826,6,Port11867,444,3,2,164,106
481986,0,Comp866402,Comp545826,6,Port55934,Port32067,4,3,216,164
481986,0,Comp866402,Comp395285,6,Port85947,444,3,2,164,106
481986,0,Comp866402,Comp303229,6,Port04656,135,4,3,198,140
481986,0,Comp866402,Comp270152,6,Port89248,Port37592,1,1,60,46
